restaurant_id,cuisine
res_b568d143e284a136,Seafood
res_b568d143e284a136,Rolls
res_b568d143e284a136,Beverages
res_12d858522ea9e18e,North Indian
res_76d7f3aaa5618cf1,North Indian
res_76d7f3aaa5618cf1,Chinese
res_34bdb01f17622db6,Konkan
res_34bdb01f17622db6,Mangalorean
res_34bdb01f17622db6,North Indian
res_34bdb01f17622db6,Seafood
res_249251a9fbae6326,North Indian
res_249251a9fbae6326,Chinese
res_249251a9fbae6326,Biryani
res_161e7ce5be8deabf,Kerala
res_161e7ce5be8deabf,Seafood
res_161e7ce5be8deabf,Biryani
res_161e7ce5be8deabf,Desserts
res_6bd5b940f95228cc,Fast Food
res_6bd5b940f95228cc,Juices
res_6bd5b940f95228cc,Street Food
res_dd0fa117366babde,Andhra
res_dd0fa117366babde,Biryani
res_4dc84b02a969003e,Ice Cream
res_696441750d705ec0,South Indian
res_696441750d705ec0,Biryani
res_696441750d705ec0,North Indian
res_a82b5ecbf67cb73e,Desserts
res_a82b5ecbf67cb73e,Bakery
res_b3cc7c5dff5c0090,Pizza
res_b3cc7c5dff5c0090,Continental
res_b3cc7c5dff5c0090,North Indian
res_b3cc7c5dff5c0090,Chinese
res_f4f8628436895085,South Indian
res_f4f8628436895085,Biryani
res_f4f8628436895085,Chinese
res_f907d3cb18afe987,Biryani
res_1f6d7a5d2f82daa6,South Indian
res_1f6d7a5d2f82daa6,Chinese
res_68559346ca91f6c0,Chinese
res_68559346ca91f6c0,Fast Food
res_0a7a467c9f4010ac,South Indian
res_fc3254fbad665e00,North Indian
res_fc3254fbad665e00,Chinese
res_5f194cafb96958a9,Bakery
res_5f194cafb96958a9,Fast Food
res_5f194cafb96958a9,Italian
res_b5fea71ce2a532b3,Biryani
res_b5fea71ce2a532b3,Seafood
res_b5fea71ce2a532b3,Chinese
res_b5fea71ce2a532b3,Charcoal Chicken
res_4b32051934b0e313,North Indian
res_96253ec07390e5bd,North Indian
res_96253ec07390e5bd,Chinese
res_96253ec07390e5bd,South Indian
res_ccbf3e6267f27286,Salad
res_ccbf3e6267f27286,Healthy Food
res_f088610cb0a69a8c,North Indian
res_f088610cb0a69a8c,Chinese
res_872c29a4325e6de4,South Indian
res_872c29a4325e6de4,North Indian
res_872c29a4325e6de4,Chinese
res_45355d005ccb1c3a,North Indian
res_45355d005ccb1c3a,Kerala
res_45355d005ccb1c3a,Chinese
res_33c91c846bb6a90c,North Indian
res_33c91c846bb6a90c,South Indian
res_33c91c846bb6a90c,Biryani
res_aeae3f50792c303c,North Indian
res_aeae3f50792c303c,Chinese
res_103ac62e6d6852c6,North Indian
res_103ac62e6d6852c6,South Indian
res_103ac62e6d6852c6,Chinese
res_103ac62e6d6852c6,Street Food
res_9766897804713a3d,Biryani
res_9766897804713a3d,Chinese
res_9766897804713a3d,North Indian
res_0aebb2ddb1aa02e7,Andhra
res_0aebb2ddb1aa02e7,North Indian
res_0aebb2ddb1aa02e7,Biryani
res_c788235db039b182,Kerala
res_9e4094221122f8f9,South Indian
res_9e4094221122f8f9,Chinese
res_7886d541b403e029,Healthy Food
res_4a13cdb9ecaace43,North Indian
res_4a13cdb9ecaace43,Fast Food
res_4a13cdb9ecaace43,Street Food
res_a87b9ab98de05e9c,Fast Food
res_a87b9ab98de05e9c,North Indian
res_a87b9ab98de05e9c,Chinese
res_5a3cbd47c4c1a889,Chinese
res_5a3cbd47c4c1a889,North Indian
res_5a3cbd47c4c1a889,Biryani
res_f2f4f36d1d93b7e4,Beverages
res_f2f4f36d1d93b7e4,Fast Food
res_98f13d0a4dc37b26,North Indian
res_98f13d0a4dc37b26,Chinese
res_49677ff95d7c3b6c,North Indian
res_b47db7c9a2674418,Mughlai
res_b47db7c9a2674418,Kebab
res_b47db7c9a2674418,Biryani
res_2958c67075d90990,Bakery
res_2958c67075d90990,Desserts
res_51ad84e408b79662,Continental
res_51ad84e408b79662,Finger Food
res_7f4ddf7664dcf1f7,North Indian
res_7f4ddf7664dcf1f7,Arabian
res_6e101f23680cdcf4,Bakery
res_6e101f23680cdcf4,Desserts
res_5941f5cc79efe0d8,North Indian
res_781e4cffb8aa47ef,South Indian
res_781e4cffb8aa47ef,Beverages
res_01d0ea03b3e91ac4,South Indian
res_01d0ea03b3e91ac4,North Indian
res_01d0ea03b3e91ac4,Chinese
res_b923afad45dc0930,Pizza
res_b923afad45dc0930,South Indian
res_b923afad45dc0930,Healthy Food
res_712b404c04828929,North Indian
res_712b404c04828929,Biryani
res_712b404c04828929,Chinese
res_9b9331aaeacf84e5,Biryani
res_9b9331aaeacf84e5,North Indian
res_9b9331aaeacf84e5,Chinese
res_2d719b93f2101f86,South Indian
res_2b76fe76a308b522,Beverages
res_2b76fe76a308b522,Healthy Food
res_72eed54e875425fd,North Indian
res_72eed54e875425fd,Chinese
res_aeab87089ec74d19,Fast Food
res_e883723c03e5abdb,Chinese
res_e883723c03e5abdb,North Indian
res_a55567cac33cf568,North Indian
res_a55567cac33cf568,Chinese
res_a55567cac33cf568,Bengali
res_3abbdc900c9008e1,Kerala
res_3abbdc900c9008e1,Chinese
res_3abbdc900c9008e1,South Indian
res_8686feb27a5193b7,South Indian
res_a8c1ed411d6fc6a1,Chinese
res_a8c1ed411d6fc6a1,North Indian
res_fb6ae49f0a905b75,Cafe
res_fb6ae49f0a905b75,American
res_fb6ae49f0a905b75,Continental
res_fb6ae49f0a905b75,Italian
res_7f32f2ed22901403,Biryani
res_7f32f2ed22901403,North Indian
res_ebb1f16ef251df76,North Indian
res_ebb1f16ef251df76,Chinese
res_ebb1f16ef251df76,South Indian
res_c3f323b3774882bc,North Indian
res_f76663f81adcf718,Biryani
res_0655ae380101e127,North Indian
res_0655ae380101e127,Biryani
res_9bd20256882b2489,Cafe
res_9bd20256882b2489,Continental
res_9bd20256882b2489,Pizza
res_9bd20256882b2489,Italian
res_9bd20256882b2489,Beverages
res_d248801b55fce68c,Bakery
res_8d1fb1f2e13d7194,Ice Cream
res_8d1fb1f2e13d7194,Desserts
res_8d1fb1f2e13d7194,Beverages
res_8d1fb1f2e13d7194,Sandwich
res_ecfb2f45f7c3dd5a,Ice Cream
res_ecfb2f45f7c3dd5a,Desserts
res_ecfb2f45f7c3dd5a,Rolls
res_53abf74829d4e89e,Mithai
res_53abf74829d4e89e,Street Food
res_f2c8aa36211deb9a,Ice Cream
res_f2c8aa36211deb9a,Desserts
res_a23d2d1e105dd431,Beverages
res_a23d2d1e105dd431,Ice Cream
res_bf3a413c827898e4,Bakery
res_92db6bbeed3cbcb1,Desserts
res_92db6bbeed3cbcb1,Beverages
res_a935474e237133d9,Bakery
res_a935474e237133d9,Desserts
res_f4a9ffc96ddc8513,Bakery
res_f4a9ffc96ddc8513,Desserts
res_c3abe3f718df39f7,Mithai
res_c3abe3f718df39f7,Street Food
res_636d62bc6098053a,Ice Cream
res_2fa01a20b8cfe407,Desserts
res_8723a08f41247f59,Ice Cream
res_8723a08f41247f59,Desserts
res_0b3d84540773fcf4,Ice Cream
res_0b3d84540773fcf4,Juices
res_ca133e490936df4b,Ice Cream
res_ca133e490936df4b,Desserts
res_f322676d3ba0ee9e,Mithai
res_f322676d3ba0ee9e,Desserts
res_a75b965c7b7b2ca7,Desserts
res_6be46ed57c420edd,Bakery
res_61149b462a4fcf71,Desserts
res_61149b462a4fcf71,Beverages
res_1c20254c34f7a5a9,South Indian
res_1c20254c34f7a5a9,Mithai
res_1c20254c34f7a5a9,Chinese
res_1c20254c34f7a5a9,North Indian
res_52d4b359b92e780f,Desserts
res_52d4b359b92e780f,Italian
res_52d4b359b92e780f,Pizza
res_44060bddbee3fa4d,Fast Food
res_44060bddbee3fa4d,Desserts
res_b3b25c37d6ff9d86,Ice Cream
res_b3b25c37d6ff9d86,Desserts
res_b3b25c37d6ff9d86,Juices
res_945997502155e0d3,Street Food
res_945997502155e0d3,Mithai
res_494fecd87a77cce6,Bakery
res_8c8564ca65ea0f3b,Kerala
res_8c8564ca65ea0f3b,South Indian
res_a5c28bbf8d4a36b2,South Indian
res_a5c28bbf8d4a36b2,North Indian
res_a5c28bbf8d4a36b2,Chinese
res_a5c28bbf8d4a36b2,Street Food
res_3ea64f200738ecee,Chinese
res_3ea64f200738ecee,Thai
res_cbdeb6f7fac7649f,North Indian
res_cbdeb6f7fac7649f,Kebab
res_cbdeb6f7fac7649f,Chinese
res_cbdeb6f7fac7649f,Fast Food
res_8db0a9b153745953,Kerala
res_8db0a9b153745953,North Indian
res_8db0a9b153745953,Chinese
res_2d486fe607876e12,Chinese
res_2d486fe607876e12,South Indian
res_2d486fe607876e12,North Indian
res_2d628043b43079fa,North Indian
res_2d628043b43079fa,Chinese
res_13de3558cecde171,North Indian
res_13de3558cecde171,Chinese
res_13de3558cecde171,Seafood
res_90f44a4af5688b41,North Indian
res_90f44a4af5688b41,Chinese
res_90f44a4af5688b41,Italian
res_90f44a4af5688b41,South Indian
res_2fd47e5216f56681,Beverages
res_2fd47e5216f56681,Street Food
res_b21c40ac75af51f4,Biryani
res_39867150b195a931,North Indian
res_39867150b195a931,Chinese
res_39867150b195a931,Biryani
res_39867150b195a931,Rolls
res_e765708e74f1b554,North Indian
res_e765708e74f1b554,Continental
res_e765708e74f1b554,Street Food
res_0af6d7f6a4a9f395,Pizza
res_0af6d7f6a4a9f395,Fast Food
res_51f64e8533839dbf,Burger
res_51f64e8533839dbf,Fast Food
res_7053598def307314,South Indian
res_ab3809c79c61b0be,Chinese
res_544daf2584d60d05,South Indian
res_544daf2584d60d05,North Indian
res_544daf2584d60d05,Chinese
res_762b2e1777d3f679,North Indian
res_762b2e1777d3f679,Street Food
res_63dbcf72d9052902,Italian
res_754087a50924ca35,North Indian
res_754087a50924ca35,South Indian
res_754087a50924ca35,Pizza
res_a2b815e6e18e968d,Arabian
res_a2b815e6e18e968d,Mediterranean
res_a2b815e6e18e968d,North Indian
res_69c5018c34f67e8c,South Indian
res_69c5018c34f67e8c,Chinese
res_73ee355ec381e9d2,Chinese
res_0d0438309194ee46,North Indian
res_0d0438309194ee46,Biryani
res_0d0438309194ee46,Fast Food
res_1135ef3ebabdb3f7,South Indian
res_1135ef3ebabdb3f7,North Indian
res_d450284cb3a3d5a8,North Indian
res_d450284cb3a3d5a8,Street Food
res_a68880f9a092157e,Pizza
res_083f34d270120097,Fast Food
res_083f34d270120097,Rolls
res_083f34d270120097,Momos
res_8d8c43c405f572d9,Kerala
res_83f65ca9d45886cf,South Indian
res_83f65ca9d45886cf,North Indian
res_9c32a54bf19992c8,South Indian
res_9c32a54bf19992c8,Fast Food
res_9c32a54bf19992c8,North Indian
res_691e51e27e79dcb5,Fast Food
res_691e51e27e79dcb5,Pizza
res_b3ca5139003d63b3,Biryani
res_b3ca5139003d63b3,Fast Food
res_766f712f757c1a5e,Fast Food
res_766f712f757c1a5e,Street Food
res_1dbabecc2617b49f,Juices
res_1dbabecc2617b49f,Fast Food
res_0ee618feff05b8c4,North Indian
res_0ee618feff05b8c4,Biryani
res_d10e66f2797261a5,Chinese
res_d10e66f2797261a5,Asian
res_2012d615b45b81b7,Juices
res_b53c6be4b1818c2c,Fast Food
res_2fb01b36235bda9c,Biryani
res_9dd23ff652fe0847,Fast Food
res_51511073e3cc5170,Hyderabadi
res_51511073e3cc5170,Andhra
res_51511073e3cc5170,North Indian
res_fdd56af279b5b155,South Indian
res_fdd56af279b5b155,North Indian
res_722153f9734d54c3,South Indian
res_722153f9734d54c3,Beverages
res_b31ca4454905ed3e,Kerala
res_3bfdb99b3003b85e,North Indian
res_3bfdb99b3003b85e,Chinese
res_0b28f6060e6cb383,Street Food
res_0b28f6060e6cb383,Fast Food
res_3a3f5c3e30d5c5ce,North Indian
res_3a3f5c3e30d5c5ce,Asian
res_3a3f5c3e30d5c5ce,Seafood
res_3a3f5c3e30d5c5ce,Chinese
res_4f0583bd0bca7f0e,European
res_4f0583bd0bca7f0e,Continental
res_b7a21faae47ed265,North Indian
res_b7a21faae47ed265,South Indian
res_b7a21faae47ed265,Chinese
res_b7a21faae47ed265,Seafood
res_79683e82a707cbf0,Finger Food
res_79683e82a707cbf0,North Indian
res_79683e82a707cbf0,Chinese
res_9c44dbfcec6db9ac,South Indian
res_9c44dbfcec6db9ac,North Indian
res_9c44dbfcec6db9ac,Chinese
res_23769f4e26c460bc,North Indian
res_23769f4e26c460bc,South Indian
res_23769f4e26c460bc,Chinese
res_4b6dbad0c0bd5fc3,North Indian
res_4b6dbad0c0bd5fc3,Continental
res_4b6dbad0c0bd5fc3,Chinese
res_c93974456db478b9,North Indian
res_c93974456db478b9,Chinese
res_c93974456db478b9,Kebab
res_c93974456db478b9,Juices
res_52458d69ba3ebff4,South Indian
res_52458d69ba3ebff4,North Indian
res_52458d69ba3ebff4,Chinese
res_ad7341e813770c97,North Indian
res_ad7341e813770c97,Street Food
res_e8c8c84c9e3545eb,Mangalorean
res_16e7366385059f18,North Indian
res_16e7366385059f18,Mangalorean
res_16e7366385059f18,Chinese
res_41fb81e9bc38addd,South Indian
res_41fb81e9bc38addd,Chettinad
res_41fb81e9bc38addd,Kerala
res_41fb81e9bc38addd,Seafood
res_c8f023a3c8b5dc5d,North Indian
res_05323ef4ecf31a53,North Indian
res_383717c8c7152a15,North Indian
res_383717c8c7152a15,Chinese
res_2defd867985a61f8,North Indian
res_66b5ecc9fb3b39d5,South Indian
res_6edd2798332eb5b6,Biryani
res_6edd2798332eb5b6,South Indian
res_01ff2cdc2f9fd99c,South Indian
res_01ff2cdc2f9fd99c,North Indian
res_01ff2cdc2f9fd99c,Chinese
res_d578b7eaff338811,North Indian
res_6c942a36fa1cb496,North Indian
res_6c942a36fa1cb496,Chinese
res_fc8bc60e6f8c440b,Biryani
res_c5e30f3424d4ab16,North Indian
res_c5e30f3424d4ab16,Asian
res_c5e30f3424d4ab16,Continental
res_846aa52c3f737538,North Indian
res_846aa52c3f737538,Chinese
res_c5b0c18cbc046233,Continental
res_c5b0c18cbc046233,Chinese
res_c5b0c18cbc046233,North Indian
res_c5b0c18cbc046233,South Indian
res_e51f2a883d8f02ea,North Indian
res_e51f2a883d8f02ea,Afghani
res_178244ce51eabb12,North Indian
res_178244ce51eabb12,Mughlai
res_178244ce51eabb12,Biryani
res_8d4e66c62be588b4,Cafe
res_8d4e66c62be588b4,Continental
res_8d4e66c62be588b4,Mediterranean
res_8d4e66c62be588b4,Italian
res_8d4e66c62be588b4,Desserts
res_49414f442fd08648,Cafe
res_49414f442fd08648,Chinese
res_49414f442fd08648,Continental
res_49414f442fd08648,Fast Food
res_a167db125f16c55b,Pizza
res_a167db125f16c55b,Cafe
res_a167db125f16c55b,Italian
res_1e4e803f31b5bae6,Cafe
res_1e4e803f31b5bae6,Fast Food
res_1dcc4b129622c51d,Healthy Food
res_1dcc4b129622c51d,Cafe
res_1dcc4b129622c51d,Beverages
res_670fccbb6f4027c6,Cafe
res_fcce35f22556e686,Cafe
res_fcce35f22556e686,Fast Food
res_fcce35f22556e686,Beverages
res_26de3cd82b6ccf1c,Cafe
res_26de3cd82b6ccf1c,Continental
res_26de3cd82b6ccf1c,Beverages
res_26de3cd82b6ccf1c,Healthy Food
res_26de3cd82b6ccf1c,Desserts
res_26de3cd82b6ccf1c,Sandwich
res_26de3cd82b6ccf1c,Pizza
res_26de3cd82b6ccf1c,Salad
res_a0a61b49e8accdaf,Cafe
res_a0a61b49e8accdaf,Salad
res_a0a61b49e8accdaf,Wraps
res_a0a61b49e8accdaf,Beverages
res_1fcd7d75cb06cac1,Cafe
res_1fcd7d75cb06cac1,Healthy Food
res_2665348a6c911400,Cafe
res_2665348a6c911400,Continental
res_2665348a6c911400,Sandwich
res_2665348a6c911400,Beverages
res_e61a03f6c419c4ad,Cafe
res_e61a03f6c419c4ad,Desserts
res_ea5527fd2b0effc9,Cafe
res_ea5527fd2b0effc9,Beverages
res_e99ffb38e02cc026,Cafe
res_494e1d2bba518fdb,South Indian
res_494e1d2bba518fdb,Chinese
res_494e1d2bba518fdb,Beverages
res_494e1d2bba518fdb,Cafe
res_494e1d2bba518fdb,Coffee
res_494e1d2bba518fdb,Fast Food
res_494e1d2bba518fdb,Momos
res_494e1d2bba518fdb,North Indian
res_1ac4b43a3dc51498,Cafe
res_f4c1f946cb35b96b,Cafe
res_f4c1f946cb35b96b,Fast Food
res_9ea537d039be2912,Chinese
res_9ea537d039be2912,Fast Food
res_9ea537d039be2912,Cafe
res_a7f32c0be42250d1,Cafe
res_a7f32c0be42250d1,Continental
res_a7f32c0be42250d1,Italian
res_9490e6c4b957a54b,Cafe
res_9490e6c4b957a54b,Fast Food
res_9490e6c4b957a54b,Pizza
res_9490e6c4b957a54b,Burger
res_a77e4d822018e03b,Cafe
res_a77e4d822018e03b,Fast Food
res_6edef2e7af555d40,Street Food
res_6edef2e7af555d40,Cafe
res_a7a0013d56894bd3,Cafe
res_a7a0013d56894bd3,Fast Food
res_a7a0013d56894bd3,Beverages
res_811ced1af3981e6a,Healthy Food
res_811ced1af3981e6a,North Indian
res_811ced1af3981e6a,Biryani
res_811ced1af3981e6a,Continental
res_811ced1af3981e6a,Sandwich
res_811ced1af3981e6a,Desserts
res_50557319f40fb3b4,Fast Food
res_50557319f40fb3b4,Burger
res_7343625ddfe025bf,Burger
res_7343625ddfe025bf,Turkish
res_7343625ddfe025bf,Arabian
res_7343625ddfe025bf,Fast Food
res_7343625ddfe025bf,Salad
res_7343625ddfe025bf,Healthy Food
res_7343625ddfe025bf,Desserts
res_9b85355db7845359,Beverages
res_9b85355db7845359,Desserts
res_ecd2248e2a9cda03,Biryani
res_ecd2248e2a9cda03,Andhra
res_ecd2248e2a9cda03,North Indian
res_ecd2248e2a9cda03,Chinese
res_ecda9ebd30bfa635,North Indian
res_ecda9ebd30bfa635,Beverages
res_84abf7a1868ef445,Salad
res_84abf7a1868ef445,Fast Food
res_5628087a20411536,South Indian
res_5628087a20411536,Coffee
res_ec9b02d810ff251e,Biryani
res_ec9b02d810ff251e,North Indian
res_ec9b02d810ff251e,Rolls
res_6b633709f29fa06a,Arabian
res_9e81e68672df3af4,Biryani
res_cf7e92902cc1119a,North Indian
res_cf7e92902cc1119a,Chinese
res_431372b3b139e38e,Maharashtrian
res_d30968cd62cc49fa,North Indian
res_d30968cd62cc49fa,Chinese
res_64cb06646ef720a5,Desserts
res_64cb06646ef720a5,Beverages
res_cc1d2d7d42f60b71,Biryani
res_cc1d2d7d42f60b71,Fast Food
res_b4954cb3779349aa,Desserts
res_b4954cb3779349aa,Beverages
res_b4954cb3779349aa,Ice Cream
res_5a6029a4807bdafb,Biryani
res_5a6029a4807bdafb,Kebab
res_ffaf4ff55a20cd41,Biryani
res_ffaf4ff55a20cd41,North Indian
res_ffaf4ff55a20cd41,Mughlai
res_d572232264456621,Cafe
res_d572232264456621,Beverages
res_d572232264456621,Fast Food
res_9b9c8a4e1c150ad4,Desserts
res_9b9c8a4e1c150ad4,Beverages
res_07314a0f503508c2,Mithai
res_07314a0f503508c2,Street Food
res_937526a1a04915c9,Mexican
res_937526a1a04915c9,Italian
res_23cfe6811225d8bd,Fast Food
res_297b489040fad6f1,Beverages
res_297b489040fad6f1,Juices
res_a9e733a3609929b2,Biryani
res_a9e733a3609929b2,Fast Food
res_8798a1720cb68da1,South Indian
res_9530c7233c8a949a,Healthy Food
res_9530c7233c8a949a,Continental
res_9530c7233c8a949a,Juices
res_9530c7233c8a949a,Salad
res_9530c7233c8a949a,Burger
res_9530c7233c8a949a,Beverages
res_9530c7233c8a949a,Desserts
res_2b4ae498ca03dc46,Fast Food
res_a984dc5c9f3d7fd1,North Indian
res_5abbd562a62b1cab,Chinese
res_5abbd562a62b1cab,Tibetan
res_24a473006d8be641,Continental
res_24a473006d8be641,Mexican
res_24a473006d8be641,Chinese
res_24a473006d8be641,North Indian
res_a8f1a8922e92143a,North Indian
res_845327800425cfac,Pizza
res_845327800425cfac,South Indian
res_845327800425cfac,Healthy Food
res_def2ce283328f94a,Fast Food
res_def2ce283328f94a,Burger
res_47f1e88edec38b98,Bakery
res_47f1e88edec38b98,Desserts
res_1b336f25db6984a8,Desserts
res_1b336f25db6984a8,Beverages
res_e4e56534439246b6,North Indian
res_fa105cededdf5a25,Burger
res_fa105cededdf5a25,Sandwich
res_fa105cededdf5a25,Beverages
res_dae73479e79529d8,Beverages
res_dae73479e79529d8,Juices
res_6879caf5ca959e3c,North Indian
res_6879caf5ca959e3c,South Indian
res_6879caf5ca959e3c,Gujarati
res_cda8fb704f55da22,Bakery
res_cda8fb704f55da22,Fast Food
res_cda8fb704f55da22,Desserts
res_cda8fb704f55da22,Beverages
res_190904c7b077ef40,South Indian
res_190904c7b077ef40,North Indian
res_719f4175052f23f9,Burger
res_719f4175052f23f9,Fast Food
res_b45b26678abbc0fb,Kerala
res_b45b26678abbc0fb,Seafood
res_b45b26678abbc0fb,Chinese
res_b45b26678abbc0fb,Biryani
res_b45b26678abbc0fb,Juices
res_1074123b1c8c4ae3,North Indian
res_43c879a5a0b9d109,Cafe
res_43c879a5a0b9d109,Fast Food
res_6feefe595a4b5339,Rolls
res_6ffb2ceddc251ffb,Chinese
res_57db7671954d7b37,Arabian
res_57db7671954d7b37,Rolls
res_57db7671954d7b37,North Indian
res_57db7671954d7b37,Bbq
res_d4c2375fee69f9f2,Fast Food
res_d4c2375fee69f9f2,Rolls
res_c2484f2fa109a59e,Fast Food
res_c2484f2fa109a59e,North Indian
res_c2484f2fa109a59e,Rolls
res_7692ebe7c0a1425e,Beverages
res_7692ebe7c0a1425e,Street Food
res_1e0ac484eeaa3bbe,Chinese
res_1e0ac484eeaa3bbe,Continental
res_1e0ac484eeaa3bbe,Burger
res_1e0ac484eeaa3bbe,Pizza
res_1ac8c952f75c9c78,Mangalorean
res_1ac8c952f75c9c78,Chinese
res_1ac8c952f75c9c78,North Indian
res_0cf90aeec9905ef2,South Indian
res_eafcc9ad1d6664dc,Biryani
res_eafcc9ad1d6664dc,South Indian
res_fb05fb8b49d22c1d,Cafe
res_fb05fb8b49d22c1d,Continental
res_fb05fb8b49d22c1d,Fast Food
res_1b0ef8cbe0655743,Pizza
res_1b0ef8cbe0655743,Fast Food
res_d73dffc3c45938fc,Desserts
res_d73dffc3c45938fc,Ice Cream
res_d61242a512cd5c52,Beverages
res_d61242a512cd5c52,Desserts
res_a749a45576ba3f8e,Mughlai
res_a749a45576ba3f8e,North Indian
res_a749a45576ba3f8e,Chinese
res_78bef833f4684247,Ice Cream
res_78bef833f4684247,Desserts
res_85e0668bc60f0084,Fast Food
res_58482085c59636a4,Chinese
res_58482085c59636a4,Continental
res_58482085c59636a4,Desserts
res_58482085c59636a4,Bakery
res_b91a1dceb4667c5f,Desserts
res_b91a1dceb4667c5f,Beverages
res_71366e5b1058a226,Desserts
res_71366e5b1058a226,Beverages
res_8c23c7177ff4b47c,Burger
res_8c23c7177ff4b47c,Pizza
res_8c23c7177ff4b47c,Fast Food
res_a196cd7bac4880e1,Chinese
res_a196cd7bac4880e1,North Indian
res_a196cd7bac4880e1,Arabian
res_2f5a42a44636b10b,Andhra
res_2f5a42a44636b10b,North Indian
res_2f5a42a44636b10b,Chinese
res_2f5a42a44636b10b,Mangalorean
res_2f5a42a44636b10b,Seafood
res_2f5a42a44636b10b,Biryani
res_7f4758fbf38e587b,Desserts
res_2f07fb4c422e964a,Beverages
res_2f07fb4c422e964a,Fast Food
res_d68499fe54e05c2a,Beverages
res_d68499fe54e05c2a,Fast Food
res_35a9fb6c0fb1404c,Tea
res_9262211404e32388,Ice Cream
res_9262211404e32388,Desserts
res_005cf2152bf59de7,Cafe
res_005cf2152bf59de7,Continental
res_005cf2152bf59de7,Burger
res_9337839f31709e89,Mangalorean
res_9337839f31709e89,Seafood
res_9337839f31709e89,North Indian
res_9337839f31709e89,Chinese
res_7ce0b96d95f13055,North Indian
res_7ce0b96d95f13055,Chinese
res_7ce0b96d95f13055,Biryani
res_77012324305034be,Chinese
res_77012324305034be,Thai
res_77012324305034be,Momos
res_c02c4607d7aac6ee,Cafe
res_91e004f8c13b472d,North Indian
res_91e004f8c13b472d,Street Food
res_8224432598000f4b,Desserts
res_8224432598000f4b,Ice Cream
res_28b3aa1364166d72,North Indian
res_28b3aa1364166d72,Chinese
res_28b3aa1364166d72,Pizza
res_28b3aa1364166d72,Bbq
res_551a6c8112065646,North Indian
res_551a6c8112065646,Chinese
res_c50fe981dd9cc9ac,Mangalorean
res_c50fe981dd9cc9ac,South Indian
res_7014e17f45f59f12,Cafe
res_7014e17f45f59f12,Continental
res_7014e17f45f59f12,Italian
res_7014e17f45f59f12,Burger
res_256c989f7088f86a,Bakery
res_256c989f7088f86a,Fast Food
res_9d5447f3bbe4cb83,Beverages
res_14badc1aa87ee64b,North Indian
res_962ed08f74ccfede,Cafe
res_962ed08f74ccfede,Fast Food
res_962ed08f74ccfede,Beverages
res_826cace2985bd3f6,Ice Cream
res_826cace2985bd3f6,Desserts
res_59984094374684b5,Biryani
res_59984094374684b5,Fast Food
res_503951bbb7e2bab8,Seafood
res_503951bbb7e2bab8,Biryani
res_503951bbb7e2bab8,South Indian
res_503951bbb7e2bab8,North Indian
res_503951bbb7e2bab8,Chinese
res_503951bbb7e2bab8,Kebab
res_bdccaaab7642cb60,South Indian
res_bdccaaab7642cb60,North Indian
res_a106a43ac2287d7c,Beverages
res_a106a43ac2287d7c,Fast Food
res_916e81d4c46609a2,Pizza
res_916e81d4c46609a2,Salad
res_54208c53c72338f4,Biryani
res_531dd1aa7c741e24,Fast Food
res_531dd1aa7c741e24,Street Food
res_b34d908e3ba2e7e1,North Indian
res_b34d908e3ba2e7e1,South Indian
res_b34d908e3ba2e7e1,Chinese
res_4fb02b8236fc6eb6,Desserts
res_4fb02b8236fc6eb6,Momos
res_392eff65d69c0bce,North Indian
res_392eff65d69c0bce,Fast Food
res_478b5cd72325b748,North Indian
res_478b5cd72325b748,Chinese
res_855cfabf5ec4d4aa,North Indian
res_855cfabf5ec4d4aa,Chinese
res_855cfabf5ec4d4aa,Fast Food
res_8b9ab4b9a053f26e,South Indian
res_8e663b605d9871da,Beverages
res_8e663b605d9871da,Juices
res_8e663b605d9871da,Ice Cream
res_0aaaef797b03c211,Italian
res_0aaaef797b03c211,Mexican
res_fa3daca020e9eb76,South Indian
res_fa3daca020e9eb76,North Indian
res_fa3daca020e9eb76,Chinese
res_522937eb06cda03e,South Indian
res_522937eb06cda03e,Street Food
res_522937eb06cda03e,Juices
res_22aa33481be8b9e9,Maharashtrian
res_22aa33481be8b9e9,Fast Food
res_22aa33481be8b9e9,Street Food
res_22aa33481be8b9e9,Sandwich
res_73a9787f03c41001,Bakery
res_73a9787f03c41001,Desserts
res_ad881da8ad5c6071,North Indian
res_ad881da8ad5c6071,Chinese
res_f6c68bb33c081c51,Ice Cream
res_f6c68bb33c081c51,Desserts
res_3811f90d62c17271,Desserts
res_3811f90d62c17271,Ice Cream
res_eb57063ee4852acd,North Indian
res_7a4f1f0cbf3f35b1,North Indian
res_7a4f1f0cbf3f35b1,Chinese
res_d231502b5be4dc7a,Fast Food
res_d231502b5be4dc7a,Beverages
res_5d288d5b7b313349,Street Food
res_5d288d5b7b313349,Maharashtrian
res_f9034d3b19d2aef3,South Indian
res_1469f220fed89c86,Cafe
res_1469f220fed89c86,Beverages
res_d43e76cb1c32ab5d,Biryani
res_d43e76cb1c32ab5d,North Indian
res_d43e76cb1c32ab5d,Chinese
res_d43e76cb1c32ab5d,Rajasthani
res_830ec4bafb5ac5bd,North Indian
res_3788a97dee85367a,Chinese
res_3788a97dee85367a,North Indian
res_3788a97dee85367a,Biryani
res_3788a97dee85367a,Kebab
res_b7641085e308ed17,North Indian
res_b7641085e308ed17,Street Food
res_df8b472d740cc60f,Chinese
res_df8b472d740cc60f,Momos
